district_encoded,property_type_encoded,bedrooms,bathrooms,house_size,land_size,bed_bath_ratio,total_rooms,has_house_size,has_land_size,is_apartment,log_house_size,log_land_size
3,0,6,3,2944.0,9.2,2.0,9,1,1,0,7.987864096085687,2.322387720290225
3,0,3,1,1650.0,10.0,3.0,4,1,1,0,7.409136443920128,2.3978952727983707
3,0,5,4,3600.0,7.75,1.25,9,1,1,0,8.188966863648876,2.169053700369523
3,0,6,3,3400.0,12.2,2.0,9,1,1,0,8.131824785007195,2.580216829592325
3,0,3,2,1400.0,10.0,1.5,5,1,1,0,7.244941546337007,2.3978952727983707
12,0,5,1,2350.0,39.08,5.0,6,1,1,0,7.762596048540069,3.6908774567766094
3,0,3,2,1650.0,17.0,1.5,5,1,1,0,7.409136443920128,2.8903717578961645
3,0,4,3,3000.0,6.0,1.3333333333333333,7,1,1,0,8.006700845440367,1.9459101490553132
3,0,4,3,4150.0,8.15,1.3333333333333333,7,1,1,0,8.33110454805304,2.21375387928743
9,0,3,1,1480.0,160.0,3.0,4,1,1,0,7.300472814267799,5.081404364984463
5,0,4,1,1500.0,12.5,4.0,5,1,1,0,7.313886831633462,2.6026896854443837
3,0,5,3,2300.0,8.5,1.6666666666666667,8,1,1,0,7.741099090035366,2.2512917986064953
3,0,6,4,5000.0,25.0,1.5,10,1,1,0,8.517393171418904,3.258096538021482
3,0,4,4,2800.0,10.0,1.0,8,1,1,0,7.937731775260109,2.3978952727983707
3,0,5,5,3800.0,6.2,1.0,10,1,1,0,8.24301946898925,1.9740810260220096
3,0,3,2,1300.0,6.0,1.5,5,1,1,0,7.170888478512505,1.9459101490553132
5,0,3,2,1510.0,10.5,1.5,5,1,1,0,7.32052696227274,2.4423470353692043
8,0,2,1,1361.0,30.0,2.0,3,1,1,0,7.216709486709457,3.4339872044851463
5,0,3,2,1700.0,10.0,1.5,5,1,1,0,7.438971592395862,2.3978952727983707
10,0,5,3,3500.0,40.0,1.6666666666666667,8,1,1,0,8.160803920954665,3.713572066704308
3,0,3,2,1553.0,8.75,1.5,5,1,1,0,7.348587530927593,2.277267285009756
3,0,3,2,1200.0,6.0,1.5,5,1,1,0,7.0909098220799835,1.9459101490553132
3,0,4,4,3000.0,7.0,1.0,8,1,1,0,8.006700845440367,2.0794415416798357
3,0,5,4,3200.0,20.0,1.25,9,1,1,0,8.071218539969863,3.044522437723423
3,0,5,3,4000.0,20.0,1.6666666666666667,8,1,1,0,8.294299608857235,3.044522437723423
3,0,4,3,4000.0,15.5,1.3333333333333333,7,1,1,0,8.294299608857235,2.803360380906535
