district_encoded,property_type_encoded,bedrooms,bathrooms,house_size,land_size,bed_bath_ratio,total_rooms,has_house_size,has_land_size,is_apartment,log_house_size,log_land_size
3,0,5,3,3000.0,22.0,1.6666666666666667,8,1,1,0,8.006700845440367,3.1354942159291497
3,0,4,3,2078.0,6.2,1.3333333333333333,7,1,1,0,7.639642287858013,1.9740810260220096
3,0,3,3,1600.0,8.5,1.0,6,1,1,0,7.3783837129967145,2.2512917986064953
3,0,3,2,1800.0,6.0,1.5,5,1,1,0,7.496097345175956,1.9459101490553132
3,0,4,3,2850.0,6.0,1.3333333333333333,7,1,1,0,7.955425088912672,1.9459101490553132
3,0,5,4,2410.0,10.0,1.25,9,1,1,0,7.787796878181171,2.3978952727983707
3,0,6,3,3000.0,7.0,2.0,9,1,1,0,8.006700845440367,2.0794415416798357
3,0,4,2,2193.0,10.9,2.0,6,1,1,0,7.693481640835175,2.4765384001174837
3,0,4,2,2500.0,12.0,2.0,6,1,1,0,7.824445930877619,2.5649493574615367
5,0,4,3,3000.0,16.0,1.3333333333333333,7,1,1,0,8.006700845440367,2.833213344056216
3,0,4,3,3750.0,7.0,1.3333333333333333,7,1,1,0,8.229777750081887,2.0794415416798357
3,0,2,2,1000.0,4.0,1.0,4,1,1,0,6.90875477931522,1.6094379124341003
8,0,4,2,1800.0,13.0,2.0,6,1,1,0,7.496097345175956,2.6390573296152584
3,0,1,1,1905.0,7.0,1.0,2,1,1,0,7.552762084214147,2.0794415416798357
3,0,3,1,2200.0,7.0,3.0,4,1,1,0,7.696667081526462,2.0794415416798357
5,0,3,2,1350.0,7.0,1.5,5,1,1,0,7.208600337960199,2.0794415416798357
5,0,6,3,1999.98,14.5,2.0,9,1,1,0,7.601392339531285,2.740840023925201
5,0,4,1,1500.0,59.0,4.0,5,1,1,0,7.313886831633462,4.0943445622221
5,0,4,3,3500.0,10.0,1.3333333333333333,7,1,1,0,8.160803920954665,2.3978952727983707
3,0,4,3,3400.0,7.0,1.3333333333333333,7,1,1,0,8.131824785007195,2.0794415416798357
3,0,3,2,1650.0,6.0,1.5,5,1,1,0,7.409136443920128,1.9459101490553132
3,0,4,2,2800.0,15.0,2.0,6,1,1,0,7.937731775260109,2.772588722239781
3,0,5,4,3200.0,8.0,1.25,9,1,1,0,8.071218539969863,2.1972245773362196
3,0,7,6,10000.0,69.0,1.1666666666666667,13,1,1,0,9.210440366976517,4.248495242049359
3,0,5,3,5500.0,12.9,1.6666666666666667,8,1,1,0,8.612685172875459,2.631888840136646
3,0,5,5,6000.0,20.0,1.0,10,1,1,0,8.699681400989514,3.044522437723423
3,0,5,2,2500.0,10.0,2.5,7,1,1,0,7.824445930877619,2.3978952727983707
5,0,4,4,3000.0,11.0,1.0,8,1,1,0,8.006700845440367,2.4849066497880004
5,0,3,2,1100.0,7.25,1.5,5,1,1,0,7.00397413672268,2.1102132003465894
5,0,3,2,1500.0,9.5,1.5,5,1,1,0,7.313886831633462,2.3513752571634776
3,0,4,2,2500.0,13.0,2.0,6,1,1,0,7.824445930877619,2.6390573296152584
3,0,6,3,2600.0,9.1,2.0,9,1,1,0,7.8636512654486515,2.312535423847214
3,0,3,2,1800.0,6.88,1.5,5,1,1,0,7.496097345175956,2.064327903869788
3,0,4,4,3200.0,9.0,1.0,8,1,1,0,8.071218539969863,2.302585092994046
3,0,5,5,3800.0,6.2,1.0,10,1,1,0,8.24301946898925,1.9740810260220096
3,0,3,2,1600.0,7.0,1.5,5,1,1,0,7.3783837129967145,2.0794415416798357
3,0,5,5,5600.0,23.39,1.0,10,1,1,0,8.630700432209832,3.194173212227829
5,0,3,2,1650.0,10.0,1.5,5,1,1,0,7.409136443920128,2.3978952727983707
3,0,3,2,1365.0,7.0,1.5,5,1,1,0,7.2196420401307355,2.0794415416798357
3,0,3,2,2500.0,25.5,1.5,5,1,1,0,7.824445930877619,3.2771447329921766
3,0,5,6,5600.0,23.4,0.8333333333333334,11,1,1,0,8.630700432209832,3.1945831322991562
5,0,3,2,1635.0,10.0,1.5,5,1,1,0,7.400009517162692,2.3978952727983707
3,0,3,2,1300.0,6.2,1.5,5,1,1,0,7.170888478512505,1.9740810260220096
3,0,3,3,4800.0,7.4,1.0,6,1,1,0,8.476579508530941,2.128231705849268
3,0,3,2,1235.0,6.0,1.5,5,1,1,0,7.119635638017636,1.9459101490553132
3,0,4,4,3500.0,21.0,1.0,8,1,1,0,8.160803920954665,3.091042453358316
3,0,5,3,3700.0,18.0,1.6666666666666667,8,1,1,0,8.216358332386156,2.9444389791664403
3,0,3,2,1394.0,6.75,1.5,5,1,1,0,7.240649694255466,2.0476928433652555
3,0,4,3,2534.0,8.0,1.3333333333333333,7,1,1,0,7.837948916025283,2.1972245773362196
14,0,2,2,1480.0,11.0,1.0,4,1,1,0,7.300472814267799,2.4849066497880004
3,0,5,5,6000.0,20.0,1.0,10,1,1,0,8.699681400989514,3.044522437723423
5,0,4,3,3600.0,16.0,1.3333333333333333,7,1,1,0,8.188966863648876,2.833213344056216
3,0,3,3,3000.0,10.0,1.0,6,1,1,0,8.006700845440367,2.3978952727983707
3,0,3,2,1200.0,6.0,1.5,5,1,1,0,7.0909098220799835,1.9459101490553132
5,0,3,2,1510.0,10.5,1.5,5,1,1,0,7.32052696227274,2.4423470353692043
3,0,3,2,1450.0,10.0,1.5,5,1,1,0,7.280008252884188,2.3978952727983707
3,0,4,2,1000.0,10.0,2.0,6,1,1,0,6.90875477931522,2.3978952727983707
3,0,4,3,3500.0,7.0,1.3333333333333333,7,1,1,0,8.160803920954665,2.0794415416798357
3,0,4,4,4000.0,8.0,1.0,8,1,1,0,8.294299608857235,2.1972245773362196
5,0,3,1,2772.0,10.0,3.0,4,1,1,0,7.927685045615778,2.3978952727983707
3,0,6,4,2600.0,7.25,1.5,10,1,1,0,7.8636512654486515,2.1102132003465894
3,0,3,3,2250.0,7.2,1.0,6,1,1,0,7.719129840906732,2.1041341542702074
7,0,3,1,600.0,2.0,3.0,4,1,1,0,6.398594934535208,1.0986122886681098
3,0,4,4,3500.0,8.0,1.0,8,1,1,0,8.160803920954665,2.1972245773362196
3,0,4,3,6000.0,20.0,1.3333333333333333,7,1,1,0,8.699681400989514,3.044522437723423
3,0,3,2,1896.0,6.5,1.5,5,1,1,0,7.5480289699350145,2.0149030205422647
3,0,4,4,3500.0,10.0,1.0,8,1,1,0,8.160803920954665,2.3978952727983707
5,0,3,2,1200.0,4.5,1.5,5,1,1,0,7.0909098220799835,1.7047480922384253
3,0,4,4,2100.0,7.0,1.0,8,1,1,0,7.650168700845001,2.0794415416798357
3,0,3,2,2850.0,9.5,1.5,5,1,1,0,7.955425088912672,2.3513752571634776
3,0,5,3,2500.0,7.5,1.6666666666666667,8,1,1,0,7.824445930877619,2.1400661634962708
3,0,6,7,10000.0,69.0,0.8571428571428571,13,1,1,0,9.210440366976517,4.248495242049359
3,0,4,3,2750.0,7.5,1.3333333333333333,7,1,1,0,7.919719760924575,2.1400661634962708
3,0,5,5,3500.0,15.0,1.0,10,1,1,0,8.160803920954665,2.772588722239781
3,0,3,3,1300.0,6.0,1.0,6,1,1,0,7.170888478512505,1.9459101490553132
3,0,4,2,3448.0,10.5,2.0,6,1,1,0,8.145839612936841,2.4423470353692043
3,0,5,4,3250.0,11.6,1.25,9,1,1,0,8.086717920303906,2.533696813957432
3,0,3,1,2000.0,10.5,3.0,4,1,1,0,7.601402334583733,2.4423470353692043
3,0,3,2,3000.0,6.5,1.5,5,1,1,0,8.006700845440367,2.0149030205422647
5,0,2,1,1500.0,40.0,2.0,3,1,1,0,7.313886831633462,3.713572066704308
3,0,3,4,1700.0,3.5,0.75,7,1,1,0,7.438971592395862,1.5040773967762742
3,0,3,2,1500.0,10.0,1.5,5,1,1,0,7.313886831633462,2.3978952727983707
3,0,4,4,3400.0,20.0,1.0,8,1,1,0,8.131824785007195,3.044522437723423
3,0,4,3,2610.0,6.5,1.3333333333333333,7,1,1,0,7.8674885686991285,2.0149030205422647
3,0,4,4,3298.0,9.4,1.0,8,1,1,0,8.101374671228582,2.341805806147327
3,0,3,2,1400.0,10.0,1.5,5,1,1,0,7.244941546337007,2.3978952727983707
3,0,7,7,8000.0,20.0,1.0,14,1,1,0,8.987321812850125,3.044522437723423
3,0,4,3,2245.0,21.0,1.3333333333333333,7,1,1,0,7.716906135298388,3.091042453358316
3,0,4,3,2340.0,8.0,1.3333333333333333,7,1,1,0,7.75833346749091,2.1972245773362196
3,0,3,2,3500.0,37.0,1.5,5,1,1,0,8.160803920954665,3.6375861597263857
3,0,7,3,3000.0,30.0,2.3333333333333335,10,1,1,0,8.006700845440367,3.4339872044851463
3,0,4,3,4000.0,17.0,1.3333333333333333,7,1,1,0,8.294299608857235,2.8903717578961645
3,0,4,3,3450.0,6.0,1.3333333333333333,7,1,1,0,8.146419323098003,1.9459101490553132
3,0,3,2,1369.0,6.85,1.5,5,1,1,0,7.222566018822171,2.060513531794317
3,0,5,4,5100.0,10.0,1.25,9,1,1,0,8.537191877922927,2.3978952727983707
3,0,3,3,1800.0,6.5,1.0,6,1,1,0,7.496097345175956,2.0149030205422647
3,0,6,2,1600.0,3.5,3.0,8,1,1,0,7.3783837129967145,1.5040773967762742
3,0,4,4,3200.0,7.0,1.0,8,1,1,0,8.071218539969863,2.0794415416798357
3,0,4,5,3500.0,8.0,0.8,9,1,1,0,8.160803920954665,2.1972245773362196
3,0,4,3,2425.0,9.0,1.3333333333333333,7,1,1,0,7.793999089503996,2.302585092994046
3,0,5,4,3200.0,9.1,1.25,9,1,1,0,8.071218539969863,2.312535423847214
3,0,4,3,2450.0,8.5,1.3333333333333333,7,1,1,0,7.804251383528112,2.2512917986064953
3,0,5,2,2500.0,12.0,2.5,7,1,1,0,7.824445930877619,2.5649493574615367
5,0,2,1,1100.0,40.0,2.0,3,1,1,0,7.00397413672268,3.713572066704308
9,0,7,1,4000.0,52.0,5.0,8,1,1,0,8.294299608857235,3.970291913552122
5,0,3,2,2200.0,10.5,1.5,5,1,1,0,7.696667081526462,2.4423470353692043
5,0,4,3,1800.0,12.0,1.3333333333333333,7,1,1,0,7.496097345175956,2.5649493574615367
3,0,3,2,1372.0,6.85,1.5,5,1,1,0,7.224753405767971,2.060513531794317
3,0,4,3,3000.0,6.0,1.3333333333333333,7,1,1,0,8.006700845440367,1.9459101490553132
5,0,3,2,1550.0,10.0,1.5,5,1,1,0,7.346655163176539,2.3978952727983707
3,0,4,6,3500.0,7.0,0.6666666666666666,10,1,1,0,8.160803920954665,2.0794415416798357
3,0,3,2,2600.0,7.5,1.5,5,1,1,0,7.8636512654486515,2.1400661634962708
3,0,4,3,3700.0,14.0,1.3333333333333333,7,1,1,0,8.216358332386156,2.70805020110221
5,0,3,2,1620.0,11.0,1.5,5,1,1,0,7.390798521735676,2.4849066497880004
3,0,4,4,4600.0,12.0,1.0,8,1,1,0,8.434028950155469,2.5649493574615367
3,0,3,2,1875.0,6.5,1.5,5,1,1,0,7.53689712956617,2.0149030205422647
3,0,4,4,3500.0,10.0,1.0,8,1,1,0,8.160803920954665,2.3978952727983707
3,0,3,1,1800.0,9.6,3.0,4,1,1,0,7.496097345175956,2.3608540011180215
3,0,3,2,4200.0,22.0,1.5,5,1,1,0,8.343077871169383,3.1354942159291497
3,0,2,1,600.0,1.9,2.0,3,1,1,0,6.398594934535208,1.0647107369924282
3,0,4,4,3800.0,10.0,1.0,8,1,1,0,8.24301946898925,2.3978952727983707
3,0,4,2,1800.0,7.0,2.0,6,1,1,0,7.496097345175956,2.0794415416798357
3,0,3,2,1200.0,6.0,1.5,5,1,1,0,7.0909098220799835,1.9459101490553132
15,0,4,3,2030.0,6.6,1.3333333333333333,7,1,1,0,7.616283561580385,2.028148247292285
3,0,4,4,2800.0,10.0,1.0,8,1,1,0,7.937731775260109,2.3978952727983707
3,0,4,4,3000.0,7.0,1.0,8,1,1,0,8.006700845440367,2.0794415416798357
3,0,4,2,3300.0,7.05,2.0,6,1,1,0,8.101980731853192,2.0856720914304723
3,0,5,3,3300.0,14.0,1.6666666666666667,8,1,1,0,8.101980731853192,2.70805020110221
3,0,4,4,3880.0,15.0,1.0,8,1,1,0,8.263848131368906,2.772588722239781
3,0,5,3,3000.0,8.5,1.6666666666666667,8,1,1,0,8.006700845440367,2.2512917986064953
3,0,4,4,4200.0,22.5,1.0,8,1,1,0,8.343077871169383,3.1570004211501135
5,0,3,2,1585.0,14.0,1.5,5,1,1,0,7.368970402194793,2.70805020110221
3,0,5,3,4500.0,18.0,1.6666666666666667,8,1,1,0,8.412054873292933,2.9444389791664403
5,0,3,1,1800.0,10.5,3.0,4,1,1,0,7.496097345175956,2.4423470353692043
3,0,5,3,3000.0,9.0,1.6666666666666667,8,1,1,0,8.006700845440367,2.302585092994046
3,0,6,5,4987.0,12.25,1.2,11,1,1,0,8.514790306799927,2.583997552432231
3,0,6,4,3451.0,20.0,1.5,10,1,1,0,8.146709052203319,3.044522437723423
3,0,5,4,3100.0,10.0,1.25,9,1,1,0,8.03947991910045,2.3978952727983707
3,0,3,2,1380.0,11.0,1.5,5,1,1,0,7.2305631534092925,2.4849066497880004
3,0,5,3,3600.0,15.0,1.6666666666666667,8,1,1,0,8.188966863648876,2.772588722239781
3,0,4,4,2800.0,9.0,1.0,8,1,1,0,7.937731775260109,2.302585092994046
8,0,3,4,2555.0,11.0,0.75,7,1,1,0,7.846198815497425,2.4849066497880004
3,0,4,3,2800.0,10.0,1.3333333333333333,7,1,1,0,7.937731775260109,2.3978952727983707
3,0,4,3,2950.0,6.0,1.3333333333333333,7,1,1,0,7.989899374942939,1.9459101490553132
3,0,5,3,4500.0,23.0,1.6666666666666667,8,1,1,0,8.412054873292933,3.1780538303479458
3,0,3,2,700.0,9.0,1.5,5,1,1,0,6.55250788703459,2.302585092994046
3,0,4,3,3200.0,7.0,1.3333333333333333,7,1,1,0,8.071218539969863,2.0794415416798357
5,0,2,1,1500.0,10.0,2.0,3,1,1,0,7.313886831633462,2.3978952727983707
3,0,4,3,3500.0,8.0,1.3333333333333333,7,1,1,0,8.160803920954665,2.1972245773362196
3,0,3,3,3500.0,50.0,1.0,6,1,1,0,8.160803920954665,3.9318256327243257
11,0,4,2,3200.0,20.0,2.0,6,1,1,0,8.071218539969863,3.044522437723423
5,0,3,2,1510.0,10.5,1.5,5,1,1,0,7.32052696227274,2.4423470353692043
3,0,4,3,3000.0,12.0,1.3333333333333333,7,1,1,0,8.006700845440367,2.5649493574615367
3,0,5,6,6000.0,11.0,0.8333333333333334,11,1,1,0,8.699681400989514,2.4849066497880004
3,0,3,2,1648.0,6.0,1.5,5,1,1,0,7.407924322559599,1.9459101490553132
3,0,9,6,7000.0,30.0,1.5,15,1,1,0,8.853808274977197,3.4339872044851463
3,0,3,3,1900.0,7.0,1.0,6,1,1,0,7.550135342488429,2.0794415416798357
5,0,3,1,1500.0,10.0,3.0,4,1,1,0,7.313886831633462,2.3978952727983707
3,0,3,2,1618.0,12.65,1.5,5,1,1,0,7.389563953677635,2.613739521630969
3,0,3,2,1258.0,6.0,1.5,5,1,1,0,7.138073034044347,1.9459101490553132
3,0,4,3,3500.0,8.0,1.3333333333333333,7,1,1,0,8.160803920954665,2.1972245773362196
3,0,5,5,3500.0,10.0,1.0,10,1,1,0,8.160803920954665,2.3978952727983707
3,0,3,2,1300.0,7.0,1.5,5,1,1,0,7.170888478512505,2.0794415416798357
3,0,4,4,2800.0,7.0,1.0,8,1,1,0,7.937731775260109,2.0794415416798357
3,0,4,2,2500.0,8.0,2.0,6,1,1,0,7.824445930877619,2.1972245773362196
3,0,7,4,3770.0,7.9,1.75,11,1,1,0,8.235095497258357,2.186051276738094
3,0,5,3,3785.0,15.0,1.6666666666666667,8,1,1,0,8.239065331769268,2.772588722239781
3,0,4,3,3200.0,7.0,1.3333333333333333,7,1,1,0,8.071218539969863,2.0794415416798357
3,0,2,1,1000.0,7.0,2.0,3,1,1,0,6.90875477931522,2.0794415416798357
5,0,3,2,2650.0,10.0,1.5,5,1,1,0,7.8826922062890254,2.3978952727983707
5,0,8,3,3035.0,29.5,2.6666666666666665,11,1,1,0,8.01829613851552,3.417726683613366
9,0,5,5,4000.0,18.0,1.0,10,1,1,0,8.294299608857235,2.9444389791664403
3,0,6,3,3000.0,17.45,2.0,9,1,1,0,8.006700845440367,2.915064370486536
3,0,5,3,3500.0,18.0,1.6666666666666667,8,1,1,0,8.160803920954665,2.9444389791664403
3,0,6,5,7154.0,17.0,1.2,11,1,1,0,8.875566691990551,2.8903717578961645
3,0,6,4,3280.0,20.0,1.5,10,1,1,0,8.0959035329611,3.044522437723423
3,0,6,4,2315.0,8.5,1.5,10,1,1,0,7.7475968386928855,2.2512917986064953
3,0,4,2,2000.0,6.0,2.0,6,1,1,0,7.601402334583733,1.9459101490553132
3,0,3,4,3718.0,19.0,0.75,7,1,1,0,8.22121009392507,2.995732273553991
5,0,3,2,2000.0,6.5,1.5,5,1,1,0,7.601402334583733,2.0149030205422647
6,0,3,1,1800.0,20.0,3.0,4,1,1,0,7.496097345175956,3.044522437723423
2,0,3,1,1030.0,21.6,3.0,4,1,1,0,6.93828448401696,3.1179499062782403
3,0,4,4,3800.0,18.85,1.0,8,1,1,0,8.24301946898925,2.9882040071331994
5,0,5,3,3200.0,15.0,1.6666666666666667,8,1,1,0,8.071218539969863,2.772588722239781
3,0,3,2,1300.0,6.7,1.5,5,1,1,0,7.170888478512505,2.0412203288596382
3,0,4,3,3500.0,8.0,1.3333333333333333,7,1,1,0,8.160803920954665,2.1972245773362196
3,0,4,5,2782.0,7.0,0.8,9,1,1,0,7.931284761525891,2.0794415416798357
3,0,6,5,4880.0,20.0,1.2,11,1,1,0,8.493105395887147,3.044522437723423
5,0,4,2,4000.0,19.0,2.0,6,1,1,0,8.294299608857235,2.995732273553991
3,0,5,4,2500.0,9.0,1.25,9,1,1,0,7.824445930877619,2.302585092994046
5,0,3,2,1480.0,10.0,1.5,5,1,1,0,7.300472814267799,2.3978952727983707
5,0,4,3,3500.0,10.0,1.3333333333333333,7,1,1,0,8.160803920954665,2.3978952727983707
3,0,5,3,3000.0,20.0,1.6666666666666667,8,1,1,0,8.006700845440367,3.044522437723423
3,0,4,4,3000.0,6.0,1.0,8,1,1,0,8.006700845440367,1.9459101490553132
3,0,3,1,1800.0,7.0,3.0,4,1,1,0,7.496097345175956,2.0794415416798357
5,0,3,2,3700.0,15.0,1.5,5,1,1,0,8.216358332386156,2.772588722239781
3,0,4,2,2465.0,16.2,2.0,6,1,1,0,7.81035268372429,2.8449093838194073
5,0,3,2,3700.0,15.0,1.5,5,1,1,0,8.216358332386156,2.772588722239781
3,0,4,3,4000.0,8.0,1.3333333333333333,7,1,1,0,8.294299608857235,2.1972245773362196
3,0,3,2,1150.0,6.0,1.5,5,1,1,0,7.048386408721883,1.9459101490553132
3,0,3,3,1361.25,6.0,1.0,6,1,1,0,7.216893023463208,1.9459101490553132
5,0,4,5,2700.0,15.0,0.8,9,1,1,0,7.901377353792616,2.772588722239781
3,0,3,3,2330.0,7.5,1.0,6,1,1,0,7.754052639035757,2.1400661634962708
3,0,6,3,3500.0,14.5,2.0,9,1,1,0,8.160803920954665,2.740840023925201
3,0,4,3,4500.0,9.0,1.3333333333333333,7,1,1,0,8.412054873292933,2.302585092994046
5,0,5,3,2994.0,13.5,1.6666666666666667,8,1,1,0,8.00469951054955,2.6741486494265287
3,0,3,3,1230.0,6.0,1.0,6,1,1,0,7.115582126184454,1.9459101490553132
5,0,3,2,6000.0,21.15,1.5,5,1,1,0,8.699681400989514,3.0978374964911444
5,0,2,1,1000.0,6.1,2.0,3,1,1,0,6.90875477931522,1.9600947840472698
3,0,3,3,2300.0,24.2,1.0,6,1,1,0,7.741099090035366,3.2268439945173775
3,0,4,3,3150.0,6.0,1.3333333333333333,7,1,1,0,8.055475141757274,1.9459101490553132
3,0,2,1,1273.0,16.65,2.0,3,1,1,0,7.149916836132109,2.8707357833793057
3,0,5,6,6000.0,11.0,0.8333333333333334,11,1,1,0,8.699681400989514,2.4849066497880004
3,0,3,1,1300.0,7.0,3.0,4,1,1,0,7.170888478512505,2.0794415416798357
3,0,2,1,915.0,6.9,2.0,3,1,1,0,6.82001636467413,2.066862759472976
3,0,3,3,3700.0,19.0,1.0,6,1,1,0,8.216358332386156,2.995732273553991
3,0,4,4,3800.0,10.0,1.0,8,1,1,0,8.24301946898925,2.3978952727983707
3,0,4,3,3211.0,9.0,1.3333333333333333,7,1,1,0,8.074649075066652,2.302585092994046
4,0,5,3,6000.0,10.5,1.6666666666666667,8,1,1,0,8.699681400989514,2.4423470353692043
3,0,4,2,2500.0,10.0,2.0,6,1,1,0,7.824445930877619,2.3978952727983707
8,0,3,2,1700.0,12.0,1.5,5,1,1,0,7.438971592395862,2.5649493574615367
3,0,4,3,2450.0,7.5,1.3333333333333333,7,1,1,0,7.804251383528112,2.1400661634962708
3,0,3,2,1450.0,10.0,1.5,5,1,1,0,7.280008252884188,2.3978952727983707
3,0,4,4,5500.0,60.8,1.0,8,1,1,0,8.612685172875459,4.123903364463645
3,0,6,3,3600.0,12.2,2.0,9,1,1,0,8.188966863648876,2.580216829592325
3,0,3,2,1300.0,7.15,1.5,5,1,1,0,7.170888478512505,2.0980179272527715
3,0,4,3,2800.0,8.0,1.3333333333333333,7,1,1,0,7.937731775260109,2.1972245773362196
3,0,9,8,9000.0,30.0,1.125,17,1,1,0,9.105090961257085,3.4339872044851463
5,0,3,2,1250.0,12.5,1.5,5,1,1,0,7.1316985104669115,2.6026896854443837
3,0,4,2,4500.0,15.1,2.0,6,1,1,0,8.412054873292933,2.7788192719904172
3,0,3,2,1200.0,3.25,1.5,5,1,1,0,7.0909098220799835,1.4469189829363254
3,0,4,4,4500.0,10.6,1.0,8,1,1,0,8.412054873292933,2.451005098112319
5,0,3,1,1500.0,22.5,3.0,4,1,1,0,7.313886831633462,3.1570004211501135
3,0,4,3,3500.0,7.5,1.3333333333333333,7,1,1,0,8.160803920954665,2.1400661634962708
3,0,4,4,2960.0,6.0,1.0,8,1,1,0,7.993282328101591,1.9459101490553132
3,0,3,2,1500.0,10.0,1.5,5,1,1,0,7.313886831633462,2.3978952727983707
3,0,5,5,5000.0,20.0,1.0,10,1,1,0,8.517393171418904,3.044522437723423
3,0,4,2,2000.0,10.4,2.0,6,1,1,0,7.601402334583733,2.4336133554004498
3,0,4,4,3180.0,6.4,1.0,8,1,1,0,8.064950891749143,2.0014800002101243
3,0,6,3,2500.0,7.2,2.0,9,1,1,0,7.824445930877619,2.1041341542702074
3,0,3,1,1115.0,6.0,3.0,4,1,1,0,7.017506142941256,1.9459101490553132
3,0,4,4,4000.0,8.0,1.0,8,1,1,0,8.294299608857235,2.1972245773362196
5,0,4,1,1500.0,15.0,4.0,5,1,1,0,7.313886831633462,2.772588722239781
3,0,4,4,3500.0,7.0,1.0,8,1,1,0,8.160803920954665,2.0794415416798357
3,0,4,3,3000.0,50.2,1.3333333333333333,7,1,1,0,8.006700845440367,3.9357395320454622
3,0,4,2,2000.0,15.0,2.0,6,1,1,0,7.601402334583733,2.772588722239781
3,0,5,5,3800.0,10.0,1.0,10,1,1,0,8.24301946898925,2.3978952727983707
3,0,6,5,3250.0,10.0,1.2,11,1,1,0,8.086717920303906,2.3978952727983707
5,0,4,2,2500.0,15.0,2.0,6,1,1,0,7.824445930877619,2.772588722239781
3,0,5,2,4000.0,10.0,2.5,7,1,1,0,8.294299608857235,2.3978952727983707
3,0,2,1,1200.0,7.0,2.0,3,1,1,0,7.0909098220799835,2.0794415416798357
3,0,3,2,1000.0,14.5,1.5,5,1,1,0,6.90875477931522,2.740840023925201
3,0,3,2,1400.0,11.0,1.5,5,1,1,0,7.244941546337007,2.4849066497880004
3,0,5,2,3500.0,10.0,2.5,7,1,1,0,8.160803920954665,2.3978952727983707
5,0,4,2,2400.0,10.0,2.0,6,1,1,0,7.783640596221253,2.3978952727983707
3,0,3,2,1640.0,6.0,1.5,5,1,1,0,7.403061091090091,1.9459101490553132
3,0,4,5,3700.0,21.0,0.8,9,1,1,0,8.216358332386156,3.091042453358316
3,0,3,2,1780.0,6.0,1.5,5,1,1,0,7.484930283289661,1.9459101490553132
3,0,3,3,1365.0,7.0,1.0,6,1,1,0,7.2196420401307355,2.0794415416798357
3,0,5,3,3000.0,14.11,1.6666666666666667,8,1,1,0,8.006700845440367,2.715356776284648
3,0,4,2,1800.0,6.0,2.0,6,1,1,0,7.496097345175956,1.9459101490553132
3,0,5,4,3000.0,10.0,1.25,9,1,1,0,8.006700845440367,2.3978952727983707
5,0,3,2,1480.0,10.0,1.5,5,1,1,0,7.300472814267799,2.3978952727983707
3,0,4,4,2650.0,9.0,1.0,8,1,1,0,7.8826922062890254,2.302585092994046
3,0,3,2,1598.0,6.25,1.5,5,1,1,0,7.377133712833954,1.9810014688665833
5,0,3,2,1900.0,15.5,1.5,5,1,1,0,7.550135342488429,2.803360380906535
5,0,1,1,1000.0,12.5,1.0,2,1,1,0,6.90875477931522,2.6026896854443837
3,0,5,5,3000.0,21.0,1.0,10,1,1,0,8.006700845440367,3.091042453358316
5,0,5,2,2425.0,10.0,2.5,7,1,1,0,7.793999089503996,2.3978952727983707
3,0,5,5,1950.0,6.85,1.0,10,1,1,0,7.576097340623111,2.060513531794317
9,0,5,5,4566.0,55.0,1.0,10,1,1,0,8.426611813185,4.02535169073515
5,0,4,3,2600.0,10.0,1.3333333333333333,7,1,1,0,7.8636512654486515,2.3978952727983707
5,0,4,4,3150.0,12.0,1.0,8,1,1,0,8.055475141757274,2.5649493574615367
3,0,3,2,1633.5,7.5,1.5,5,1,1,0,7.3990922261642655,2.1400661634962708
3,0,5,4,3000.0,8.0,1.25,9,1,1,0,8.006700845440367,2.1972245773362196
3,0,3,2,1380.0,11.0,1.5,5,1,1,0,7.2305631534092925,2.4849066497880004
3,0,4,3,3400.0,7.0,1.3333333333333333,7,1,1,0,8.131824785007195,2.0794415416798357
3,0,4,4,3500.0,6.5,1.0,8,1,1,0,8.160803920954665,2.0149030205422647
3,0,8,8,5500.0,11.0,1.0,16,1,1,0,8.612685172875459,2.4849066497880004
5,0,3,2,1200.0,10.0,1.5,5,1,1,0,7.0909098220799835,2.3978952727983707
3,0,3,2,2950.0,11.0,1.5,5,1,1,0,7.989899374942939,2.4849066497880004
13,0,2,1,2722.0,20.0,2.0,3,1,1,0,7.909489492673759,3.044522437723423
3,0,3,2,1648.0,13.0,1.5,5,1,1,0,7.407924322559599,2.6390573296152584
3,0,3,2,1640.0,6.0,1.5,5,1,1,0,7.403061091090091,1.9459101490553132
3,0,2,1,600.0,2.0,2.0,3,1,1,0,6.398594934535208,1.0986122886681098
3,0,3,3,2400.0,14.5,1.0,6,1,1,0,7.783640596221253,2.740840023925201
5,0,3,1,1364.0,15.0,3.0,4,1,1,0,7.21890970761906,2.772588722239781
3,0,4,3,4600.0,15.7,1.3333333333333333,7,1,1,0,8.434028950155469,2.8154087194227095
3,0,4,2,2687.0,10.0,2.0,6,1,1,0,7.89655270164304,2.3978952727983707
3,0,3,3,2100.0,7.0,1.0,6,1,1,0,7.650168700845001,2.0794415416798357
3,0,3,2,2000.0,14.0,1.5,5,1,1,0,7.601402334583733,2.70805020110221
3,0,5,5,5500.0,21.0,1.0,10,1,1,0,8.612685172875459,3.091042453358316
3,0,4,3,3000.0,10.0,1.3333333333333333,7,1,1,0,8.006700845440367,2.3978952727983707
3,0,3,3,4900.0,18.0,1.0,6,1,1,0,8.497194544909547,2.9444389791664403
3,0,3,2,2200.0,11.0,1.5,5,1,1,0,7.696667081526462,2.4849066497880004
3,0,3,1,1500.0,15.0,3.0,4,1,1,0,7.313886831633462,2.772588722239781
